week_ending,area_name,count,average_2018_2019,variation
19 Jan 20,Aberdeenshire,15443,15732.5,-1.8
19 Jan 20,Angus,7528,8654.5,-13
19 Jan 20,Argyll & Bute,9658,9550,1.1
19 Jan 20,Clackmannanshire & Stirling,11313,12388,-8.7
19 Jan 20,Dumfries & Galloway,15438,14984.5,3
19 Jan 20,Dundee City,12154,12204,-0.4
19 Jan 20,East Ayrshire,12443,11740.5,6
19 Jan 20,East Dunbartonshire,9332,9189,1.6
19 Jan 20,East Lothian,7511,7581.5,-0.9
19 Jan 20,East Renfrewshire,6993,7191.5,-2.8
19 Jan 20,Edinburgh,28702,27316.5,5.1
19 Jan 20,Falkirk,13545,13273,2
19 Jan 20,Fife,29335,29239.5,0.3
19 Jan 20,Glasgow City,54254,52590,3.2
19 Jan 20,Highland,17585,18818.5,-6.6
19 Jan 20,Inverclyde,8141,8370,-2.7
19 Jan 20,Midlothian,6412,6737.5,-4.8
19 Jan 20,Moray,5924,6177,-4.1
19 Jan 20,NHS Ayrshire & Arran,38245,37160.5,2.9
19 Jan 20,NHS Borders,10192,9850,3.5
19 Jan 20,NHS Dumfries & Galloway,15438,14984.5,3
19 Jan 20,NHS Fife,29335,29239.5,0.3
19 Jan 20,NHS Forth Valley,24858,25661,-3.1
19 Jan 20,NHS Grampian,33760,34870.5,-3.2
19 Jan 20,NHS Greater Glasgow & Clyde,104103,102603.5,1.5
19 Jan 20,NHS Highland,27243,28368.5,-4
19 Jan 20,NHS Lanarkshire,64023,61881.5,3.5
19 Jan 20,NHS Lothian,57019,54657,4.3
19 Jan 20,NHS Orkney,1448,1576,-8.1
19 Jan 20,NHS Shetland,2333,2057.5,13.4
19 Jan 20,NHS Tayside,30204,31610.5,-4.4
19 Jan 20,NHS Western Isles,1329,1391,-4.5
19 Jan 20,North Ayrshire,14183,14294,-0.8
19 Jan 20,North Lanarkshire,32367,31297,3.4
19 Jan 20,Orkney Islands,1448,1576,-8.1
19 Jan 20,Perth & Kinross,10522,10752,-2.1
19 Jan 20,Renfrewshire,16706,16204,3.1
19 Jan 20,Scotland,439530,435911.5,0.8
19 Jan 20,Scottish Borders,10192,9850,3.5
19 Jan 20,Shetland Islands,2333,2057.5,13.4
19 Jan 20,South Ayrshire,11619,11123,4.5
19 Jan 20,South Lanarkshire,31656,30584.5,3.5
19 Jan 20,West Dunbartonshire,8653,9042.5,-4.3
19 Jan 20,West Lothian,14394,13021.5,10.5
19 Jan 20,Western Isles,1329,1391,-4.5
26 Jan 20,Aberdeen City,12793,12888.5,-0.7
26 Jan 20,Aberdeenshire,15580,16225,-4
26 Jan 20,Angus,7122,8149.5,-12.6
26 Jan 20,Argyll & Bute,9623,9818.5,-2
26 Jan 20,Clackmannanshire & Stirling,11661,12121,-3.8
26 Jan 20,Dumfries & Galloway,14350,14176.5,1.2
26 Jan 20,Dundee City,11105,11907.5,-6.7
26 Jan 20,East Ayrshire,11904,11940.5,-0.3
26 Jan 20,East Dunbartonshire,9270,9064,2.3
26 Jan 20,East Lothian,7354,7094,3.7
26 Jan 20,East Renfrewshire,6687,6791.5,-1.5
26 Jan 20,Edinburgh,26705,27271.5,-2.1
26 Jan 20,Falkirk,13432,13682,-1.8
26 Jan 20,Fife,29013,29453.5,-1.5
26 Jan 20,Glasgow City,50593,51981.5,-2.7
26 Jan 20,Highland,17202,18064.5,-4.8
26 Jan 20,Inverclyde,8039,7996.5,0.5
26 Jan 20,Midlothian,6611,6322,4.6
26 Jan 20,Moray,5683,5692.5,-0.2
26 Jan 20,NHS Ayrshire & Arran,36212,36615.5,-1.1
26 Jan 20,NHS Borders,10254,10562,-2.9
26 Jan 20,NHS Dumfries & Galloway,14350,14176.5,1.2
26 Jan 20,NHS Fife,29013,29453.5,-1.5
26 Jan 20,NHS Forth Valley,25094,25803,-2.7
26 Jan 20,NHS Grampian,34056,34806,-2.2
26 Jan 20,NHS Greater Glasgow & Clyde,99248,101131.5,-1.9
26 Jan 20,NHS Highland,26825,27883,-3.8
26 Jan 20,NHS Lanarkshire,59633,61187,-2.5
26 Jan 20,NHS Lothian,54465,54582.5,-0.2
26 Jan 20,NHS Orkney,1603,1509.5,6.2
26 Jan 20,NHS Shetland,2219,1945,14.1
26 Jan 20,NHS Tayside,28392,30568.5,-7.1
26 Jan 20,NHS Western Isles,1521,1488,2.2
26 Jan 20,North Ayrshire,13526,13191,2.5
26 Jan 20,North Lanarkshire,29496,30412,-3
26 Jan 20,Orkney Islands,1603,1509.5,6.2
26 Jan 20,Perth & Kinross,10165,10511.5,-3.3
26 Jan 20,Renfrewshire,15773,16196.5,-2.6
26 Jan 20,Scotland,422885,431711.5,-2
26 Jan 20,Scottish Borders,10254,10562,-2.9
26 Jan 20,Shetland Islands,2219,1945,14.1
26 Jan 20,South Ayrshire,10782,11482.5,-6.1
26 Jan 20,South Lanarkshire,30137,30775,-2.1
26 Jan 20,West Dunbartonshire,8875,9082,-2.3
26 Jan 20,West Lothian,13795,13895,-0.7
26 Jan 20,Western Isles,1521,1488,2.2
02 Feb 20,Aberdeen City,12768,12916,-1.1
02 Feb 20,Aberdeenshire,15485,16576.5,-6.6
02 Feb 20,Angus,7159,8333,-14.1
02 Feb 20,Argyll & Bute,10256,10062.5,1.9
02 Feb 20,Clackmannanshire & Stirling,11358,11987,-5.2
02 Feb 20,Dumfries & Galloway,14199,14473.5,-1.9
02 Feb 20,Dundee City,11679,12002.5,-2.7
02 Feb 20,East Ayrshire,13063,12181.5,7.2
02 Feb 20,East Dunbartonshire,9106,9289.5,-2
02 Feb 20,East Lothian,7738,7607,1.7
02 Feb 20,East Renfrewshire,7120,6736,5.7
02 Feb 20,Edinburgh,27918,27539.5,1.4
02 Feb 20,Falkirk,13252,13520.5,-2
02 Feb 20,Fife,29388,28161.5,4.4
02 Feb 20,Glasgow City,52262,54288.5,-3.7
02 Feb 20,Highland,16963,18304.5,-7.3
02 Feb 20,Inverclyde,7852,7834,0.2
02 Feb 20,Midlothian,6728,6625.5,1.5
02 Feb 20,Moray,5286,6140.5,-13.9
02 Feb 20,NHS Ayrshire & Arran,37430,36020.5,3.9
02 Feb 20,NHS Borders,10079,10184,-1
02 Feb 20,NHS Dumfries & Galloway,14199,14473.5,-1.9
02 Feb 20,NHS Fife,29388,28161.5,4.4
02 Feb 20,NHS Forth Valley,24610,25507.5,-3.5
02 Feb 20,NHS Grampian,33539,35633,-5.9
02 Feb 20,NHS Greater Glasgow & Clyde,101479,104020.5,-2.4
02 Feb 20,NHS Highland,27219,28367,-4
02 Feb 20,NHS Lanarkshire,60256,61198,-1.5
02 Feb 20,NHS Lothian,55641,55650.5,-0
02 Feb 20,NHS Orkney,1482,1439.5,3
02 Feb 20,NHS Shetland,1879,1804.5,4.1
02 Feb 20,NHS Tayside,29324,31232,-6.1
02 Feb 20,NHS Western Isles,1482,1523.5,-2.7
02 Feb 20,North Ayrshire,13668,13526.5,1
02 Feb 20,North Lanarkshire,30449,31529,-3.4
02 Feb 20,Orkney Islands,1482,1439.5,3
02 Feb 20,Perth & Kinross,10486,10896.5,-3.8
02 Feb 20,Renfrewshire,16120,16676,-3.3
02 Feb 20,Scotland,428007,435215.5,-1.7
02 Feb 20,Scottish Borders,10079,10184,-1
02 Feb 20,Shetland Islands,1879,1804.5,4.1
02 Feb 20,South Ayrshire,10699,10310,3.8
02 Feb 20,South Lanarkshire,29807,29669,0.5
02 Feb 20,West Dunbartonshire,8991,9177,-2
02 Feb 20,West Lothian,13257,13878.5,-4.5
02 Feb 20,Western Isles,1482,1523.5,-2.7
09 Feb 20,Aberdeen City,13175,13271.5,-0.7
09 Feb 20,Aberdeenshire,16148,16734,-3.5
09 Feb 20,Angus,7397,9079.5,-18.5
09 Feb 20,Argyll & Bute,9735,10017,-2.8
09 Feb 20,Clackmannanshire & Stirling,12017,12499.5,-3.9
09 Feb 20,Dumfries & Galloway,14958,15134.5,-1.2
09 Feb 20,Dundee City,11782,13291.5,-11.4
09 Feb 20,East Ayrshire,12609,12118,4.1
09 Feb 20,East Dunbartonshire,9345,9124,2.4
09 Feb 20,East Lothian,7212,7343.5,-1.8
09 Feb 20,East Renfrewshire,7145,7172,-0.4
09 Feb 20,Edinburgh,27114,26573,2
09 Feb 20,Falkirk,14088,13952.5,1
09 Feb 20,Fife,30020,29357.5,2.3
09 Feb 20,Glasgow City,56116,53812,4.3
09 Feb 20,Highland,18015,18690.5,-3.6
09 Feb 20,Inverclyde,8158,8377.5,-2.6
09 Feb 20,Midlothian,6479,6343.5,2.1
09 Feb 20,Moray,5791,6282.5,-7.8
09 Feb 20,NHS Ayrshire & Arran,36605,37662,-2.8
09 Feb 20,NHS Borders,10528,9896.5,6.4
09 Feb 20,NHS Dumfries & Galloway,14958,15134.5,-1.2
09 Feb 20,NHS Fife,30020,29357.5,2.3
09 Feb 20,NHS Forth Valley,26105,26452,-1.3
09 Feb 20,NHS Grampian,35114,36288,-3.2
09 Feb 20,NHS Greater Glasgow & Clyde,107144,104485.5,2.5
09 Feb 20,NHS Highland,27750,28707.5,-3.3
09 Feb 20,NHS Lanarkshire,65110,64356,1.2
09 Feb 20,NHS Lothian,53830,52886.5,1.8
09 Feb 20,NHS Orkney,1623,1622,0.1
09 Feb 20,NHS Shetland,2364,2092.5,13
09 Feb 20,NHS Tayside,29674,33491.5,-11.4
09 Feb 20,NHS Western Isles,1456,1544,-5.7
09 Feb 20,North Ayrshire,13119,14392,-8.8
09 Feb 20,North Lanarkshire,33492,33220,0.8
09 Feb 20,Orkney Islands,1623,1622,0.1
09 Feb 20,Perth & Kinross,10495,11120.5,-5.6
09 Feb 20,Renfrewshire,16908,16099.5,5
09 Feb 20,Scotland,442281,443976,-0.4
09 Feb 20,Scottish Borders,10528,9896.5,6.4
09 Feb 20,Shetland Islands,2364,2092.5,13
09 Feb 20,South Ayrshire,10877,11148.5,-2.4
09 Feb 20,South Lanarkshire,31618,31136,1.5
09 Feb 20,West Dunbartonshire,9452,9875.5,-4.3
09 Feb 20,West Lothian,13025,12626.5,3.2
09 Feb 20,Western Isles,1456,1544,-5.7
16 Feb 20,Aberdeen City,12629,12307.5,2.6
16 Feb 20,Aberdeenshire,15452,15321,0.9
16 Feb 20,Angus,7485,8450,-11.4
16 Feb 20,Argyll & Bute,9359,9373,-0.1
16 Feb 20,Clackmannanshire & Stirling,11688,11847,-1.3
16 Feb 20,Dumfries & Galloway,14953,14784.5,1.1
16 Feb 20,Dundee City,12026,12062.5,-0.3
16 Feb 20,East Ayrshire,12559,11380.5,10.4
16 Feb 20,East Dunbartonshire,9253,8882,4.2
16 Feb 20,East Lothian,6955,6933.5,0.3
16 Feb 20,East Renfrewshire,6895,6892,0
16 Feb 20,Edinburgh,27141,25648.5,5.8
16 Feb 20,Falkirk,13472,13141.5,2.5
16 Feb 20,Fife,29343,28240,3.9
16 Feb 20,Glasgow City,52158,51901.5,0.5
16 Feb 20,Highland,17574,17927.5,-2
16 Feb 20,Inverclyde,7854,7835,0.2
16 Feb 20,Midlothian,6351,5906,7.5
16 Feb 20,Moray,5857,5831,0.4
16 Feb 20,NHS Ayrshire & Arran,37665,36396,3.5
16 Feb 20,NHS Borders,9984,10003,-0.2
16 Feb 20,NHS Dumfries & Galloway,14953,14784.5,1.1
16 Feb 20,NHS Fife,29343,28240,3.9
16 Feb 20,NHS Forth Valley,25160,24988.5,0.7
16 Feb 20,NHS Grampian,33938,33459.5,1.4
16 Feb 20,NHS Greater Glasgow & Clyde,101804,100260,1.5
16 Feb 20,NHS Highland,26933,27300.5,-1.3
16 Feb 20,NHS Lanarkshire,61869,62796.5,-1.5
16 Feb 20,NHS Lothian,54186,51137.5,6
16 Feb 20,NHS Orkney,1509,1468.5,2.8
16 Feb 20,NHS Shetland,2378,2078,14.4
16 Feb 20,NHS Tayside,30097,31351.5,-4
16 Feb 20,NHS Western Isles,1453,1504.5,-3.4
16 Feb 20,North Ayrshire,14011,13967.5,0.3
16 Feb 20,North Lanarkshire,30804,31956.5,-3.6
16 Feb 20,Orkney Islands,1509,1468.5,2.8
16 Feb 20,Perth & Kinross,10586,10839,-2.3
16 Feb 20,Renfrewshire,16165,15506.5,4.2
16 Feb 20,Scotland,431272,425768.5,1.3
16 Feb 20,Scottish Borders,9984,10003,-0.2
16 Feb 20,Shetland Islands,2378,2078,14.4
16 Feb 20,South Ayrshire,11095,11046.5,0.4
16 Feb 20,South Lanarkshire,31065,30840,0.7
16 Feb 20,West Dunbartonshire,9454,9225,2.5
16 Feb 20,West Lothian,13739,12649.5,8.6
16 Feb 20,Western Isles,1453,1504.5,-3.4
23 Feb 20,Aberdeen City,12328,12685,-2.8
23 Feb 20,Aberdeenshire,14992,15912,-5.8
23 Feb 20,Angus,7052,8120.5,-13.2
23 Feb 20,Argyll & Bute,9526,9582,-0.6
23 Feb 20,Clackmannanshire & Stirling,10803,11397,-5.2
23 Feb 20,Dumfries & Galloway,14332,14082,1.8
23 Feb 20,Dundee City,11051,11476,-3.7
23 Feb 20,East Ayrshire,11823,11729.5,0.8
23 Feb 20,East Dunbartonshire,8825,8845,-0.2
23 Feb 20,East Lothian,7057,6885.5,2.5
23 Feb 20,East Renfrewshire,6310,6336,-0.4
23 Feb 20,Edinburgh,25998,25846,0.6
23 Feb 20,Falkirk,12024,13149.5,-8.6
23 Feb 20,Fife,27790,28619.5,-2.9
23 Feb 20,Glasgow City,50469,50193.5,0.5
23 Feb 20,Highland,16628,17609,-5.6
23 Feb 20,Inverclyde,7901,7877,0.3
23 Feb 20,Midlothian,6552,6322.5,3.6
23 Feb 20,Moray,5566,5572.5,-0.1
23 Feb 20,NHS Ayrshire & Arran,35940,35335,1.7
23 Feb 20,NHS Borders,10141,10089,0.5
23 Feb 20,NHS Dumfries & Galloway,14332,14082,1.8
23 Feb 20,NHS Fife,27790,28619.5,-2.9
23 Feb 20,NHS Forth Valley,22827,24546.5,-7
23 Feb 20,NHS Grampian,32886,34169.5,-3.8
23 Feb 20,NHS Greater Glasgow & Clyde,97041,98160,-1.1
23 Feb 20,NHS Highland,26154,27191,-3.8
23 Feb 20,NHS Lanarkshire,59379,59759.5,-0.6
23 Feb 20,NHS Lothian,52815,52037,1.5
23 Feb 20,NHS Orkney,1460,1474,-0.9
23 Feb 20,NHS Shetland,2296,1931.5,18.9
23 Feb 20,NHS Tayside,27746,30037,-7.6
23 Feb 20,NHS Western Isles,1479,1452,1.9
23 Feb 20,North Ayrshire,13022,12855.5,1.3
23 Feb 20,North Lanarkshire,30039,30075,-0.1
23 Feb 20,Orkney Islands,1460,1474,-0.9
23 Feb 20,Perth & Kinross,9643,10440.5,-7.6
23 Feb 20,Renfrewshire,14923,15962.5,-6.5
23 Feb 20,Scotland,412286,418883.5,-1.6
23 Feb 20,Scottish Borders,10141,10089,0.5
23 Feb 20,Shetland Islands,2296,1931.5,18.9
23 Feb 20,South Ayrshire,11095,10748.5,3.2
23 Feb 20,South Lanarkshire,29340,29684.5,-1.2
23 Feb 20,West Dunbartonshire,8594,8930.5,-3.8
23 Feb 20,West Lothian,13208,12983,1.7
23 Feb 20,Western Isles,1479,1452,1.9
01 Mar 20,Aberdeen City,12269,12335,-0.5
01 Mar 20,Aberdeenshire,15685,15563.5,0.8
01 Mar 20,Angus,6785,7658,-11.4
01 Mar 20,Argyll & Bute,9735,9707.5,0.3
01 Mar 20,Clackmannanshire & Stirling,11766,10957,7.4
01 Mar 20,Dumfries & Galloway,14524,14511.5,0.1
01 Mar 20,Dundee City,11215,11782,-4.8
01 Mar 20,East Ayrshire,12243,11658.5,5
01 Mar 20,East Dunbartonshire,9111,7564,20.5
01 Mar 20,East Lothian,7544,6525,15.6
01 Mar 20,East Renfrewshire,6843,5944.5,15.1
01 Mar 20,Edinburgh,26116,23773,9.9
01 Mar 20,Falkirk,13237,11529.5,14.8
01 Mar 20,Fife,28838,25878.5,11.4
01 Mar 20,Glasgow City,52757,49046,7.6
01 Mar 20,Highland,16523,17689,-6.6
01 Mar 20,Inverclyde,7454,6825.5,9.2
01 Mar 20,Midlothian,6468,5901,9.6
01 Mar 20,Moray,5687,5931.5,-4.1
01 Mar 20,NHS Ayrshire & Arran,36038,35169.5,2.5
01 Mar 20,NHS Borders,10137,9911.5,2.3
01 Mar 20,NHS Dumfries & Galloway,14524,14511.5,0.1
01 Mar 20,NHS Fife,28838,25878.5,11.4
01 Mar 20,NHS Forth Valley,25003,22486.5,11.2
01 Mar 20,NHS Grampian,33641,33830,-0.6
01 Mar 20,NHS Greater Glasgow & Clyde,100489,92037,9.2
01 Mar 20,NHS Highland,26258,27396.5,-4.2
01 Mar 20,NHS Lanarkshire,60053,56235.5,6.8
01 Mar 20,NHS Lothian,53976,47890,12.7
01 Mar 20,NHS Orkney,1399,1374,1.8
01 Mar 20,NHS Shetland,2121,2003.5,5.9
01 Mar 20,NHS Tayside,28314,29806.5,-5
01 Mar 20,NHS Western Isles,1584,1498.5,5.7
01 Mar 20,North Ayrshire,13164,13000.5,1.3
01 Mar 20,North Lanarkshire,30559,28087.5,8.8
01 Mar 20,Orkney Islands,1399,1374,1.8
01 Mar 20,Perth & Kinross,10314,10366.5,-0.5
01 Mar 20,Renfrewshire,15941,14632,8.9
01 Mar 20,Scotland,422375,400029,5.6
01 Mar 20,Scottish Borders,10137,9911.5,2.3
01 Mar 20,Shetland Islands,2121,2003.5,5.9
01 Mar 20,South Ayrshire,10631,10505.5,1.2
01 Mar 20,South Lanarkshire,29494,28148,4.8
01 Mar 20,West Dunbartonshire,8362,8004,4.5
01 Mar 20,West Lothian,13848,11691,18.5
01 Mar 20,Western Isles,1584,1498.5,5.7
08 Mar 20,Aberdeen City,13240,13425.5,-1.4
08 Mar 20,Aberdeenshire,16180,16796.5,-3.7
08 Mar 20,Angus,7458,9169,-18.7
08 Mar 20,Argyll & Bute,9884,10204,-3.1
08 Mar 20,Clackmannanshire & Stirling,12049,13032.5,-7.5
08 Mar 20,Dumfries & Galloway,16213,15258.5,6.3
08 Mar 20,Dundee City,12144,12685,-4.3
08 Mar 20,East Ayrshire,12515,12451.5,0.5
08 Mar 20,East Dunbartonshire,9472,9666.5,-2
08 Mar 20,East Lothian,7444,7618.5,-2.3
08 Mar 20,East Renfrewshire,7177,7238.5,-0.8
08 Mar 20,Edinburgh,29660,28214,5.1
08 Mar 20,Falkirk,13766,15101,-8.8
08 Mar 20,Fife,31212,31847.5,-2
08 Mar 20,Glasgow City,56476,55956,0.9
08 Mar 20,Highland,18120,18402.5,-1.5
08 Mar 20,Inverclyde,8179,8745.5,-6.5
08 Mar 20,Midlothian,7020,6753,4
08 Mar 20,Moray,5927,6328,-6.3
08 Mar 20,NHS Ayrshire & Arran,37742,37321.5,1.1
08 Mar 20,NHS Borders,11035,10552,4.6
08 Mar 20,NHS Dumfries & Galloway,16213,15258.5,6.3
08 Mar 20,NHS Fife,31212,31847.5,-2
08 Mar 20,NHS Forth Valley,25815,28133.5,-8.2
08 Mar 20,NHS Grampian,35347,36550,-3.3
08 Mar 20,NHS Greater Glasgow & Clyde,109417,108265,1.1
08 Mar 20,NHS Highland,28004,28606.5,-2.1
08 Mar 20,NHS Lanarkshire,65625,66637.5,-1.5
08 Mar 20,NHS Lothian,57809,56466.5,2.4
08 Mar 20,NHS Orkney,1601,1625.5,-1.5
08 Mar 20,NHS Shetland,2496,2012,24.1
08 Mar 20,NHS Tayside,30311,33112,-8.5
08 Mar 20,NHS Western Isles,1464,1486,-1.5
08 Mar 20,North Ayrshire,13768,13727.5,0.3
08 Mar 20,North Lanarkshire,33906,34317.5,-1.2
08 Mar 20,Orkney Islands,1601,1625.5,-1.5
08 Mar 20,Perth & Kinross,10709,11258,-4.9
08 Mar 20,Renfrewshire,17440,16502.5,5.7
08 Mar 20,Scotland,454091,457874,-0.8
08 Mar 20,Scottish Borders,11035,10552,4.6
08 Mar 20,Shetland Islands,2496,2012,24.1
08 Mar 20,South Ayrshire,11459,11135.5,2.9
08 Mar 20,South Lanarkshire,31719,32320,-1.9
08 Mar 20,West Dunbartonshire,10650,10139.5,5
08 Mar 20,West Lothian,13685,13881,-1.4
08 Mar 20,Western Isles,1464,1486,-1.5
15 Mar 20,Aberdeen City,13698,12370,10.7
15 Mar 20,Aberdeenshire,16678,15659.5,6.5
15 Mar 20,Angus,7758,8353.5,-7.1
15 Mar 20,Argyll & Bute,11695,9645,21.3
15 Mar 20,Clackmannanshire & Stirling,12702,11936,6.4
15 Mar 20,Dumfries & Galloway,15782,14506,8.8
15 Mar 20,Dundee City,12271,12436.5,-1.3
15 Mar 20,East Ayrshire,12543,11564,8.5
15 Mar 20,East Dunbartonshire,10596,9285.5,14.1
15 Mar 20,East Lothian,7945,7600.5,4.5
15 Mar 20,East Renfrewshire,7776,7008,11
15 Mar 20,Edinburgh,30960,27678.5,11.9
15 Mar 20,Falkirk,14978,13500.5,10.9
15 Mar 20,Fife,30811,29766,3.5
15 Mar 20,Glasgow City,56873,53022,7.3
15 Mar 20,Highland,19052,18648.5,2.2
15 Mar 20,Inverclyde,8640,8364.5,3.3
15 Mar 20,Midlothian,7227,6750.5,7.1
15 Mar 20,Moray,5923,5905.5,0.3
15 Mar 20,NHS Ayrshire & Arran,39550,36242,9.1
15 Mar 20,NHS Borders,11694,10570.5,10.6
15 Mar 20,NHS Dumfries & Galloway,15782,14506,8.8
15 Mar 20,NHS Fife,30811,29766,3.5
15 Mar 20,NHS Forth Valley,27680,25436.5,8.8
15 Mar 20,NHS Grampian,36299,33935,7
15 Mar 20,NHS Greater Glasgow & Clyde,111514,103653,7.6
15 Mar 20,NHS Highland,30747,28293.5,8.7
15 Mar 20,NHS Lanarkshire,68389,62276,9.8
15 Mar 20,NHS Lothian,60905,55632,9.5
15 Mar 20,NHS Orkney,1661,1582.5,5
15 Mar 20,NHS Shetland,2568,2165.5,18.6
15 Mar 20,NHS Tayside,31783,31668.5,0.4
15 Mar 20,NHS Western Isles,1500,1561,-3.9
15 Mar 20,North Ayrshire,15005,13421,11.8
15 Mar 20,North Lanarkshire,34284,31580,8.6
15 Mar 20,Orkney Islands,1661,1582.5,5
15 Mar 20,Perth & Kinross,11754,10878.5,8
15 Mar 20,Renfrewshire,17637,16529.5,6.7
15 Mar 20,Scotland,470883,437288,7.7
15 Mar 20,Scottish Borders,11694,10570.5,10.6
15 Mar 20,Shetland Islands,2568,2165.5,18.6
15 Mar 20,South Ayrshire,12002,11255.5,6.6
15 Mar 20,South Lanarkshire,34105,30696,11.1
15 Mar 20,West Dunbartonshire,9968,9429.5,5.7
15 Mar 20,West Lothian,14773,13602.5,8.6
15 Mar 20,Western Isles,1500,1561,-3.9
22 Mar 20,Aberdeen City,17662,13299,32.8
